Name;PD Notation;Determinant;white_edge_graph;det_white_graph;edge_graph
12n_699;"[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;21;8;20];[9;18;10;19];[11;4;12;5];[22;13;23;14];[24;15;1;16];[17;10;18;11];[19;2;20;3];[14;21;15;22];[12;23;13;24]]";47;[(0, 6, 1), (0, 7, 1), (0, 7, 1), (0, 7, 1), (3, 6, -1), (3, 7, -1), (3, 11, -1), (5, 11, -1), (5, 12, -1), (6, 12, -1), (7, 11, -1), (7, 12, -1)];47;[(0, 6, 1), (0, 7, 1), (0, 7, 1), (0, 7, 1), (1, 9, -1), (1, 13, -1), (2, 4, 1), (2, 9, -1), (2, 10, 1), (2, 13, -1), (3, 6, -1), (3, 7, -1), (3, 11, -1), (4, 8, 1), (4, 8, 1), (4, 9, 1), (4, 10, 1), (5, 11, -1), (5, 12, -1), (6, 12, -1), (7, 11, -1), (7, 12, -1), (8, 9, 1), (8, 10, 1)]
12n_700;"[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;23;8;22];[9;18;10;19];[11;20;12;21];[13;4;14;5];[24;15;1;16];[17;12;18;13];[19;10;20;11];[21;2;22;3];[14;23;15;24]]";93;[(0, 6, 1), (0, 7, 1), (2, 6, -1), (2, 7, -1), (2, 12, -1), (4, 12, -1), (4, 12, -1), (4, 12, -1), (4, 13, -1), (6, 13, -1), (7, 12, -1), (7, 13, -1)];93;[(0, 6, 1), (0, 7, 1), (1, 3, 1), (1, 10, -1), (1, 10, -1), (1, 11, 1), (2, 6, -1), (2, 7, -1), (2, 12, -1), (3, 8, 1), (3, 9, 1), (3, 10, 1), (3, 11, 1), (4, 12, -1), (4, 12, -1), (4, 12, -1), (4, 13, -1), (5, 8, 1), (5, 9, 1), (6, 13, -1), (7, 12, -1), (7, 13, -1), (8, 10, 1), (8, 11, 1)]
12n_701;"[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;23;8;22];[9;20;10;21];[11;18;12;19];[13;4;14;5];[24;15;1;16];[17;12;18;13];[19;10;20;11];[21;2;22;3];[14;23;15;24]]";63;[(1, 3, 1), (1, 9, -1), (1, 9, -1), (1, 10, 1), (3, 8, 1), (3, 8, 1), (3, 8, 1), (3, 8, 1), (3, 9, 1), (3, 10, 1), (8, 9, 1), (8, 10, 1)];63;[(0, 6, 1), (0, 7, 1), (1, 3, 1), (1, 9, -1), (1, 9, -1), (1, 10, 1), (2, 6, -1), (2, 7, -1), (2, 11, -1), (3, 8, 1), (3, 8, 1), (3, 8, 1), (3, 8, 1), (3, 9, 1), (3, 10, 1), (4, 11, -1), (4, 13, -1), (5, 12, -1), (5, 13, -1), (6, 12, -1), (7, 11, -1), (7, 12, -1), (8, 9, 1), (8, 10, 1)]
12n_702;"[[1;7;2;6];[10;4;11;3];[12;5;13;6];[7;14;8;15];[18;10;19;9];[20;11;21;12];[13;24;14;1];[15;8;16;9];[22;18;23;17];[2;19;3;20];[4;22;5;21];[16;24;17;23]]";121;[(1, 5, -1), (1, 6, -1), (1, 6, -1), (1, 7, 1), (3, 5, -1), (3, 6, -1), (3, 12, -1), (5, 12, -1), (6, 9, 1), (6, 12, -1), (7, 9, 1), (9, 12, 1)];121;[(0, 10, -1), (0, 11, -1), (0, 11, -1), (0, 13, 1), (1, 5, -1), (1, 6, -1), (1, 6, -1), (1, 7, 1), (2, 4, 1), (2, 8, 1), (2, 11, 1), (2, 13, 1), (3, 5, -1), (3, 6, -1), (3, 12, -1), (4, 8, 1), (4, 11, 1), (5, 12, -1), (6, 9, 1), (6, 12, -1), (7, 9, 1), (8, 10, 1), (9, 12, 1), (10, 11, -1)]
12n_703;"[[1;7;2;6];[3;10;4;11];[5;13;6;12];[14;8;15;7];[9;18;10;19];[11;21;12;20];[24;14;1;13];[8;16;9;15];[22;18;23;17];[19;3;20;2];[21;4;22;5];[16;24;17;23]]";73;[(1, 5, 1), (1, 6, -1), (1, 6, -1), (1, 7, -1), (3, 5, 1), (3, 6, 1), (3, 12, 1), (5, 12, 1), (6, 9, -1), (6, 12, 1), (7, 9, -1), (9, 12, 1)];73;[(0, 10, 1), (0, 11, 1), (0, 11, 1), (0, 13, 1), (1, 5, 1), (1, 6, -1), (1, 6, -1), (1, 7, -1), (2, 4, -1), (2, 8, -1), (2, 11, -1), (2, 13, 1), (3, 5, 1), (3, 6, 1), (3, 12, 1), (4, 8, -1), (4, 11, -1), (5, 12, 1), (6, 9, -1), (6, 12, 1), (7, 9, -1), (8, 10, -1), (9, 12, 1), (10, 11, -1)]
12n_704;"[[1;7;2;6];[10;4;11;3];[12;5;13;6];[7;14;8;15];[20;10;21;9];[18;11;19;12];[13;24;14;1];[22;15;23;16];[2;17;3;18];[4;20;5;19];[16;21;17;22];[8;24;9;23]]";61;[(1, 8, -1), (1, 10, 1), (1, 13, -1), (3, 5, -1), (3, 8, -1), (3, 12, -1), (3, 13, -1), (5, 8, -1), (5, 12, -1), (8, 10, 1), (8, 12, -1), (10, 12, 1)];61;[(0, 2, -1), (0, 7, 1), (0, 11, -1), (1, 8, -1), (1, 10, 1), (1, 13, -1), (2, 6, 1), (2, 7, 1), (2, 7, 1), (2, 11, -1), (3, 5, -1), (3, 8, -1), (3, 12, -1), (3, 13, -1), (4, 6, 1), (4, 7, 1), (4, 9, 1), (5, 8, -1), (5, 12, -1), (6, 9, 1), (8, 10, 1), (8, 12, -1), (9, 11, 1), (10, 12, 1)]
12n_705;"[[1;7;2;6];[10;4;11;3];[5;13;6;12];[7;14;8;15];[9;20;10;21];[18;11;19;12];[13;24;14;1];[15;23;16;22];[17;3;18;2];[4;20;5;19];[21;17;22;16];[23;8;24;9]]";109;[(1, 8, 1), (1, 10, 1), (1, 13, 1), (3, 5, -1), (3, 8, 1), (3, 12, 1), (3, 13, 1), (5, 8, -1), (5, 12, -1), (8, 10, 1), (8, 12, 1), (10, 12, 1)];109;[(0, 2, -1), (0, 7, -1), (0, 11, -1), (1, 8, 1), (1, 10, 1), (1, 13, 1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 11, -1), (3, 5, -1), (3, 8, 1), (3, 12, 1), (3, 13, 1), (4, 6, 1), (4, 7, -1), (4, 9, 1), (5, 8, -1), (5, 12, -1), (6, 9, 1), (8, 10, 1), (8, 12, 1), (9, 11, -1), (10, 12, 1)]
12n_706;"[[1;7;2;6];[3;10;4;11];[12;5;13;6];[7;17;8;16];[14;10;15;9];[11;20;12;21];[18;13;19;14];[22;16;23;15];[17;1;18;24];[4;19;5;20];[21;2;22;3];[8;24;9;23]]";49;[(1, 7, 1), (1, 8, -1), (1, 11, -1), (3, 5, -1), (3, 7, 1), (3, 8, 1), (3, 10, 1), (5, 10, -1), (5, 11, -1), (7, 11, 1), (8, 10, 1), (8, 11, -1)];49;[(0, 2, -1), (0, 6, -1), (0, 13, 1), (1, 7, 1), (1, 8, -1), (1, 11, -1), (2, 6, -1), (2, 12, -1), (2, 13, 1), (3, 5, -1), (3, 7, 1), (3, 8, 1), (3, 10, 1), (4, 6, 1), (4, 9, 1), (4, 12, -1), (5, 10, -1), (5, 11, -1), (6, 9, 1), (7, 11, 1), (8, 10, 1), (8, 11, -1), (9, 12, -1), (9, 13, 1)]
12n_707;"[[1;7;2;6];[10;4;11;3];[12;5;13;6];[7;16;8;17];[9;18;10;19];[20;11;21;12];[13;22;14;23];[15;24;16;1];[17;8;18;9];[2;19;3;20];[4;22;5;21];[23;14;24;15]]";85;[(0, 3, 1), (0, 8, 1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, -1), (0, 12, -1), (0, 12, -1), (3, 8, 1), (3, 12, 1), (8, 11, 1), (11, 12, -1)];85;[(0, 3, 1), (0, 8, 1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, -1), (0, 12, -1), (0, 12, -1), (1, 6, 1), (1, 7, 1), (2, 4, -1), (2, 7, -1), (2, 13, -1), (3, 8, 1), (3, 12, 1), (4, 9, 1), (4, 13, -1), (5, 9, 1), (5, 10, 1), (6, 10, 1), (7, 13, -1), (8, 11, 1), (10, 13, 1), (11, 12, -1)]
12n_708;"[[1;7;2;6];[10;4;11;3];[5;13;6;12];[16;8;17;7];[18;10;19;9];[11;21;12;20];[13;22;14;23];[15;24;16;1];[8;18;9;17];[2;19;3;20];[21;4;22;5];[23;14;24;15]]";49;[(0, 3, 1), (0, 8, -1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, 1), (0, 12, 1), (0, 12, 1), (3, 8, -1), (3, 12, 1), (8, 11, -1), (11, 12, -1)];49;[(0, 3, 1), (0, 8, -1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, 1), (0, 12, 1), (0, 12, 1), (1, 6, 1), (1, 7, 1), (2, 4, -1), (2, 7, 1), (2, 13, 1), (3, 8, -1), (3, 12, 1), (4, 9, -1), (4, 13, -1), (5, 9, -1), (5, 10, -1), (6, 10, 1), (7, 13, 1), (8, 11, -1), (10, 13, 1), (11, 12, -1)]
12n_709;"[[1;7;2;6];[3;10;4;11];[5;13;6;12];[16;8;17;7];[18;10;19;9];[11;21;12;20];[13;22;14;23];[15;24;16;1];[8;18;9;17];[19;3;20;2];[21;4;22;5];[23;14;24;15]]";61;[(0, 3, -1), (0, 8, -1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, 1), (0, 12, 1), (0, 12, 1), (3, 8, -1), (3, 12, -1), (8, 11, -1), (11, 12, -1)];61;[(0, 3, -1), (0, 8, -1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, 1), (0, 12, 1), (0, 12, 1), (1, 6, 1), (1, 7, 1), (2, 4, 1), (2, 7, 1), (2, 13, 1), (3, 8, -1), (3, 12, -1), (4, 9, -1), (4, 13, 1), (5, 9, -1), (5, 10, -1), (6, 10, 1), (7, 13, 1), (8, 11, -1), (10, 13, 1), (11, 12, -1)]
12n_710;"[[1;7;2;6];[3;10;4;11];[5;13;6;12];[16;8;17;7];[18;10;19;9];[11;21;12;20];[13;24;14;1];[15;22;16;23];[8;18;9;17];[19;3;20;2];[21;4;22;5];[23;14;24;15]]";95;[(1, 6, -1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 12, 1), (3, 5, 1), (3, 7, 1), (3, 12, 1), (5, 9, -1), (5, 12, 1), (6, 9, -1), (7, 12, 1)];95;[(0, 10, -1), (0, 13, -1), (1, 6, -1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 12, 1), (2, 4, -1), (2, 8, -1), (2, 11, 1), (2, 11, 1), (2, 11, 1), (2, 13, -1), (3, 5, 1), (3, 7, 1), (3, 12, 1), (4, 8, -1), (4, 11, -1), (5, 9, -1), (5, 12, 1), (6, 9, -1), (7, 12, 1), (8, 10, -1), (10, 11, -1)]
12n_711;"[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;18;10;19];[11;21;12;20];[24;14;1;13];[22;16;23;15];[17;8;18;9];[19;3;20;2];[21;4;22;5];[14;24;15;23]]";113;[(1, 6, 1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 12, 1), (3, 5, 1), (3, 7, 1), (3, 12, 1), (5, 9, 1), (5, 12, 1), (6, 9, 1), (7, 12, 1)];113;[(0, 10, 1), (0, 13, 1), (1, 6, 1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 12, 1), (2, 4, -1), (2, 8, -1), (2, 11, -1), (2, 11, -1), (2, 11, -1), (2, 13, 1), (3, 5, 1), (3, 7, 1), (3, 12, 1), (4, 8, -1), (4, 11, -1), (5, 9, 1), (5, 12, 1), (6, 9, 1), (7, 12, 1), (8, 10, -1), (10, 11, -1)]
12n_712;"[[1;7;2;6];[10;4;11;3];[12;5;13;6];[7;16;8;17];[20;10;21;9];[18;11;19;12];[13;22;14;23];[15;24;16;1];[2;17;3;18];[4;20;5;19];[8;22;9;21];[23;14;24;15]]";119;[(1, 6, 1), (1, 7, 1), (2, 4, -1), (2, 7, -1), (2, 7, -1), (2, 9, 1), (2, 12, -1), (4, 7, -1), (4, 12, -1), (6, 9, 1), (7, 12, -1), (9, 12, 1)];119;[(0, 10, -1), (0, 10, -1), (0, 10, -1), (0, 11, -1), (0, 13, 1), (1, 6, 1), (1, 7, 1), (2, 4, -1), (2, 7, -1), (2, 7, -1), (2, 9, 1), (2, 12, -1), (3, 5, 1), (3, 8, 1), (3, 13, 1), (4, 7, -1), (4, 12, -1), (5, 8, 1), (5, 11, 1), (6, 9, 1), (7, 12, -1), (8, 10, 1), (9, 12, 1), (10, 11, -1)]
12n_713;"[[1;7;2;6];[10;4;11;3];[5;13;6;12];[7;16;8;17];[9;20;10;21];[18;11;19;12];[13;22;14;23];[15;24;16;1];[17;3;18;2];[4;20;5;19];[21;8;22;9];[23;14;24;15]]";91;[(1, 6, 1), (1, 7, 1), (2, 4, -1), (2, 7, 1), (2, 7, 1), (2, 9, 1), (2, 12, 1), (4, 7, -1), (4, 12, -1), (6, 9, 1), (7, 12, 1), (9, 12, 1)];91;[(0, 10, -1), (0, 10, -1), (0, 10, -1), (0, 11, -1), (0, 13, -1), (1, 6, 1), (1, 7, 1), (2, 4, -1), (2, 7, 1), (2, 7, 1), (2, 9, 1), (2, 12, 1), (3, 5, 1), (3, 8, 1), (3, 13, -1), (4, 7, -1), (4, 12, -1), (5, 8, 1), (5, 11, -1), (6, 9, 1), (7, 12, 1), (8, 10, -1), (9, 12, 1), (10, 11, -1)]
12n_714;"[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;20;10;21];[11;19;12;18];[22;14;23;13];[24;16;1;15];[17;3;18;2];[19;4;20;5];[21;8;22;9];[14;24;15;23]]";131;[(1, 6, -1), (1, 7, -1), (2, 4, 1), (2, 7, 1), (2, 7, 1), (2, 9, 1), (2, 12, 1), (4, 7, 1), (4, 12, 1), (6, 9, -1), (7, 12, 1), (9, 12, 1)];131;[(0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 11, -1), (0, 13, -1), (1, 6, -1), (1, 7, -1), (2, 4, 1), (2, 7, 1), (2, 7, 1), (2, 9, 1), (2, 12, 1), (3, 5, -1), (3, 8, -1), (3, 13, -1), (4, 7, 1), (4, 12, 1), (5, 8, -1), (5, 11, -1), (6, 9, -1), (7, 12, 1), (8, 10, -1), (9, 12, 1), (10, 11, -1)]
12n_715;"[[1;7;2;6];[10;4;11;3];[5;13;6;12];[7;16;8;17];[9;20;10;21];[18;11;19;12];[13;24;14;1];[15;22;16;23];[17;3;18;2];[4;20;5;19];[21;8;22;9];[23;14;24;15]]";89;[(1, 3, 1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 11, 1), (3, 5, -1), (3, 7, 1), (3, 7, 1), (3, 11, 1), (5, 7, -1), (5, 11, -1), (7, 11, 1)];89;[(0, 9, -1), (0, 13, -1), (1, 3, 1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 11, 1), (2, 10, -1), (2, 12, -1), (2, 13, -1), (3, 5, -1), (3, 7, 1), (3, 7, 1), (3, 11, 1), (4, 6, 1), (4, 8, 1), (4, 12, -1), (5, 7, -1), (5, 11, -1), (6, 8, 1), (6, 10, -1), (7, 11, 1), (8, 9, -1), (9, 10, -1)]
12n_716;"[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;20;10;21];[11;19;12;18];[24;14;1;13];[22;16;23;15];[17;3;18;2];[19;4;20;5];[21;8;22;9];[14;24;15;23]]";79;[(1, 3, 1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 11, 1), (3, 5, 1), (3, 7, 1), (3, 7, 1), (3, 11, 1), (5, 7, 1), (5, 11, 1), (7, 11, 1)];79;[(0, 9, 1), (0, 13, 1), (1, 3, 1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 11, 1), (2, 10, -1), (2, 12, -1), (2, 13, 1), (3, 5, 1), (3, 7, 1), (3, 7, 1), (3, 11, 1), (4, 6, -1), (4, 8, -1), (4, 12, -1), (5, 7, 1), (5, 11, 1), (6, 8, -1), (6, 10, -1), (7, 11, 1), (8, 9, -1), (9, 10, -1)]
12n_717;"[[1;7;2;6];[10;4;11;3];[12;5;13;6];[7;16;8;17];[9;22;10;23];[18;11;19;12];[13;20;14;21];[15;24;16;1];[2;17;3;18];[4;20;5;19];[21;14;22;15];[23;8;24;9]]";51;[(1, 4, -1), (1, 6, 1), (1, 6, 1), (1, 9, 1), (1, 12, -1), (3, 6, 1), (3, 7, 1), (4, 7, -1), (4, 12, -1), (6, 9, 1), (7, 12, -1), (9, 12, 1)];51;[(0, 10, -1), (0, 11, -1), (0, 13, -1), (1, 4, -1), (1, 6, 1), (1, 6, 1), (1, 9, 1), (1, 12, -1), (2, 5, 1), (2, 8, 1), (2, 10, -1), (2, 10, -1), (2, 13, -1), (3, 6, 1), (3, 7, 1), (4, 7, -1), (4, 12, -1), (5, 8, 1), (5, 11, 1), (6, 9, 1), (7, 12, -1), (8, 10, 1), (9, 12, 1), (10, 11, -1)]
12n_718;"[[1;7;2;6];[10;4;11;3];[5;13;6;12];[7;16;8;17];[9;22;10;23];[18;11;19;12];[13;20;14;21];[15;24;16;1];[17;3;18;2];[4;20;5;19];[21;14;22;15];[23;8;24;9]]";55;[(1, 4, -1), (1, 6, 1), (1, 6, 1), (1, 9, 1), (1, 12, 1), (3, 6, 1), (3, 7, 1), (4, 7, -1), (4, 12, -1), (6, 9, 1), (7, 12, 1), (9, 12, 1)];55;[(0, 10, -1), (0, 11, -1), (0, 13, -1), (1, 4, -1), (1, 6, 1), (1, 6, 1), (1, 9, 1), (1, 12, 1), (2, 5, 1), (2, 8, 1), (2, 10, -1), (2, 10, -1), (2, 13, -1), (3, 6, 1), (3, 7, 1), (4, 7, -1), (4, 12, -1), (5, 8, 1), (5, 11, -1), (6, 9, 1), (7, 12, 1), (8, 10, -1), (9, 12, 1), (10, 11, -1)]
12n_719;"[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[22;10;23;9];[11;19;12;18];[20;14;21;13];[24;16;1;15];[17;3;18;2];[19;4;20;5];[14;22;15;21];[8;24;9;23]]";55;[(1, 4, 1), (1, 6, -1), (1, 6, -1), (1, 9, 1), (1, 12, 1), (3, 6, -1), (3, 7, -1), (4, 7, 1), (4, 12, 1), (6, 9, -1), (7, 12, 1), (9, 12, 1)];55;[(0, 10, 1), (0, 11, -1), (0, 13, 1), (1, 4, 1), (1, 6, -1), (1, 6, -1), (1, 9, 1), (1, 12, 1), (2, 5, -1), (2, 8, -1), (2, 10, 1), (2, 10, 1), (2, 13, 1), (3, 6, -1), (3, 7, -1), (4, 7, 1), (4, 12, 1), (5, 8, -1), (5, 11, -1), (6, 9, -1), (7, 12, 1), (8, 10, -1), (9, 12, 1), (10, 11, -1)]
12n_720;"[[1;7;2;6];[10;4;11;3];[12;5;13;6];[7;17;8;16];[9;23;10;22];[20;12;21;11];[13;19;14;18];[15;9;16;8];[17;1;18;24];[4;19;5;20];[2;22;3;21];[23;15;24;14]]";101;[(0, 2, -1), (0, 2, -1), (0, 6, -1), (0, 8, -1), (2, 6, -1), (2, 8, -1), (2, 11, 1), (4, 6, 1), (4, 8, 1), (4, 11, 1), (6, 8, -1), (8, 11, 1)];101;[(0, 2, -1), (0, 2, -1), (0, 6, -1), (0, 8, -1), (1, 10, 1), (1, 12, 1), (1, 13, 1), (2, 6, -1), (2, 8, -1), (2, 11, 1), (3, 5, -1), (3, 7, 1), (3, 9, -1), (3, 10, -1), (4, 6, 1), (4, 8, 1), (4, 11, 1), (5, 9, -1), (5, 13, 1), (6, 8, -1), (7, 12, 1), (7, 13, 1), (8, 11, 1), (9, 10, -1)]
12n_721;"[[1;7;2;6];[3;11;4;10];[5;13;6;12];[18;7;19;8];[9;3;10;2];[11;5;12;4];[20;13;21;14];[22;15;23;16];[8;17;9;18];[24;19;1;20];[14;21;15;22];[16;23;17;24]]";25;[(1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (4, 11, 1), (4, 12, -1), (4, 13, -1)];25;[(0, 3, 1), (0, 5, 1), (0, 5, 1), (0, 6, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (2, 6, 1), (2, 7, 1), (3, 5, -1), (3, 7, 1), (3, 8, -1), (4, 11, 1), (4, 12, -1), (4, 13, -1), (5, 9, -1), (8, 10, -1), (9, 10, -1)]
12n_722;"[[1;7;2;6];[3;11;4;10];[5;13;6;12];[18;7;19;8];[9;3;10;2];[11;5;12;4];[13;21;14;20];[15;23;16;22];[8;17;9;18];[19;1;20;24];[21;15;22;14];[23;17;24;16]]";55;[(1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (4, 11, 1), (4, 12, -1), (4, 13, 1)];55;[(0, 3, -1), (0, 5, 1), (0, 5, 1), (0, 6, -1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (2, 6, -1), (2, 7, -1), (3, 5, -1), (3, 7, -1), (3, 8, -1), (4, 11, 1), (4, 12, -1), (4, 13, 1), (5, 9, -1), (8, 10, -1), (9, 10, -1)]
12n_723;"[[1;7;2;6];[3;11;4;10];[5;13;6;12];[18;7;19;8];[9;3;10;2];[11;5;12;4];[20;13;21;14];[22;15;23;16];[8;17;9;18];[24;19;1;20];[16;21;17;22];[14;23;15;24]]";19;[(0, 3, 1), (0, 5, 1), (0, 5, 1), (0, 6, 1), (0, 6, 1), (0, 6, 1), (3, 5, -1), (3, 6, 1), (3, 7, -1), (5, 8, -1), (7, 9, -1), (8, 9, -1)];19;[(0, 3, 1), (0, 5, 1), (0, 5, 1), (0, 6, 1), (0, 6, 1), (0, 6, 1), (1, 12, -1), (1, 13, -1), (2, 10, 1), (2, 10, 1), (2, 10, 1), (2, 10, 1), (2, 11, -1), (2, 12, -1), (2, 13, -1), (3, 5, -1), (3, 6, 1), (3, 7, -1), (4, 10, 1), (4, 11, -1), (4, 12, -1), (5, 8, -1), (7, 9, -1), (8, 9, -1)]
12n_724;"[[1;7;2;6];[3;11;4;10];[5;13;6;12];[18;7;19;8];[9;3;10;2];[11;5;12;4];[13;21;14;20];[15;23;16;22];[8;17;9;18];[19;1;20;24];[21;17;22;16];[23;15;24;14]]";61;[(0, 3, -1), (0, 5, 1), (0, 5, 1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (3, 5, -1), (3, 6, -1), (3, 7, -1), (5, 8, -1), (7, 9, -1), (8, 9, -1)];61;[(0, 3, -1), (0, 5, 1), (0, 5, 1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (1, 12, 1), (1, 13, 1), (2, 10, 1), (2, 10, 1), (2, 10, 1), (2, 10, 1), (2, 11, -1), (2, 12, 1), (2, 13, 1), (3, 5, -1), (3, 6, -1), (3, 7, -1), (4, 10, 1), (4, 11, -1), (4, 12, 1), (5, 8, -1), (7, 9, -1), (8, 9, -1)]
12n_725;"[[1;7;2;6];[3;11;4;10];[5;13;6;12];[18;8;19;7];[9;3;10;2];[11;5;12;4];[20;14;21;13];[22;16;23;15];[24;18;1;17];[8;20;9;19];[14;22;15;21];[16;24;17;23]]";5;[(0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 12, 1), (0, 12, 1), (7, 10, -1), (7, 11, -1), (8, 11, -1), (8, 12, -1), (10, 12, -1)];5;[(0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 12, 1), (0, 12, 1), (1, 4, -1), (1, 5, -1), (2, 5, -1), (2, 6, -1), (3, 6, -1), (3, 9, -1), (4, 9, -1), (6, 13, 1), (6, 13, 1), (6, 13, 1), (6, 13, 1), (7, 10, -1), (7, 11, -1), (8, 11, -1), (8, 12, -1), (9, 13, 1), (10, 12, -1)]
12n_726;"[[1;7;2;6];[3;11;4;10];[5;13;6;12];[18;7;19;8];[9;5;10;4];[11;3;12;2];[13;21;14;20];[15;23;16;22];[8;17;9;18];[19;1;20;24];[21;17;22;16];[23;15;24;14]]";63;[(0, 3, -1), (0, 5, 1), (0, 5, 1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (3, 5, -1), (3, 6, -1), (3, 7, -1), (5, 7, -1), (5, 7, -1), (5, 7, -1)];63;[(0, 3, -1), (0, 5, 1), (0, 5, 1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (1, 12, 1), (1, 13, 1), (2, 9, 1), (2, 10, 1), (2, 11, -1), (2, 12, 1), (2, 13, 1), (3, 5, -1), (3, 6, -1), (3, 7, -1), (4, 9, 1), (4, 11, -1), (4, 12, 1), (5, 7, -1), (5, 7, -1), (5, 7, -1), (8, 9, 1), (8, 10, 1)]
12n_727;"[[1;7;2;6];[3;10;4;11];[5;13;6;12];[18;8;19;7];[16;10;17;9];[11;21;12;20];[13;24;14;1];[15;22;16;23];[8;18;9;17];[19;3;20;2];[21;4;22;5];[23;14;24;15]]";91;[(1, 5, -1), (1, 5, -1), (1, 5, -1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 11, 1), (3, 5, 1), (3, 7, 1), (3, 11, 1), (5, 11, 1), (7, 11, 1)];91;[(0, 9, -1), (0, 13, -1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 11, 1), (2, 4, -1), (2, 8, -1), (2, 12, 1), (2, 13, -1), (3, 5, 1), (3, 7, 1), (3, 11, 1), (4, 8, -1), (4, 10, -1), (5, 11, 1), (6, 10, 1), (6, 12, 1), (7, 11, 1), (8, 9, -1), (9, 10, -1)]
12n_728;"[[1;7;2;6];[10;4;11;3];[12;5;13;6];[7;19;8;18];[22;10;23;9];[16;12;17;11];[20;13;21;14];[4;15;5;16];[2;18;3;17];[19;1;20;24];[14;21;15;22];[8;24;9;23]]";107;[(1, 5, 1), (1, 7, -1), (1, 10, -1), (1, 11, -1), (1, 11, -1), (3, 7, -1), (3, 10, -1), (3, 11, -1), (3, 11, -1), (5, 7, 1), (5, 11, 1), (7, 10, -1)];107;[(0, 4, -1), (0, 6, -1), (0, 13, 1), (1, 5, 1), (1, 7, -1), (1, 10, -1), (1, 11, -1), (1, 11, -1), (2, 8, 1), (2, 9, 1), (2, 12, 1), (2, 13, 1), (3, 7, -1), (3, 10, -1), (3, 11, -1), (3, 11, -1), (4, 6, -1), (4, 8, 1), (4, 9, 1), (5, 7, 1), (5, 11, 1), (6, 12, 1), (7, 10, -1), (8, 12, 1)]
12n_729;"[[1;7;2;6];[10;4;11;3];[12;5;13;6];[7;19;8;18];[22;10;23;9];[16;12;17;11];[13;21;14;20];[4;15;5;16];[2;18;3;17];[19;1;20;24];[21;15;22;14];[8;24;9;23]]";73;[(1, 5, 1), (1, 7, -1), (1, 10, -1), (1, 11, -1), (1, 11, -1), (3, 7, -1), (3, 10, -1), (3, 11, 1), (3, 11, 1), (5, 7, 1), (5, 11, 1), (7, 10, -1)];73;[(0, 4, -1), (0, 6, -1), (0, 13, 1), (1, 5, 1), (1, 7, -1), (1, 10, -1), (1, 11, -1), (1, 11, -1), (2, 8, 1), (2, 9, -1), (2, 12, 1), (2, 13, 1), (3, 7, -1), (3, 10, -1), (3, 11, 1), (3, 11, 1), (4, 6, -1), (4, 8, 1), (4, 9, -1), (5, 7, 1), (5, 11, 1), (6, 12, 1), (7, 10, -1), (8, 12, 1)]
