Name;PD Notation;Determinant;white_edge_graph;det_white_graph;edge_graph
12a_908;"[[1;7;2;6];[3;10;4;11];[5;15;6;14];[7;1;8;24];[9;22;10;23];[11;21;12;20];[13;19;14;18];[15;9;16;8];[17;3;18;2];[19;13;20;12];[21;4;22;5];[23;17;24;16]]";235;[(0, 4, -1), (0, 6, -1), (0, 9, -1), (0, 9, -1), (2, 4, -1), (2, 6, -1), (2, 8, -1), (4, 8, -1), (4, 8, -1), (4, 8, -1), (6, 9, -1), (8, 9, -1)];235;[(0, 4, -1), (0, 6, -1), (0, 9, -1), (0, 9, -1), (1, 3, 1), (1, 7, 1), (1, 11, 1), (1, 12, 1), (2, 4, -1), (2, 6, -1), (2, 8, -1), (3, 7, 1), (3, 13, 1), (4, 8, -1), (4, 8, -1), (4, 8, -1), (5, 11, 1), (5, 13, 1), (6, 9, -1), (7, 11, 1), (7, 12, 1), (8, 9, -1), (10, 11, 1), (10, 12, 1)]
12a_909;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;3;8;2];[9;18;10;19];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;8;18;9];[19;4;20;5];[21;13;22;12];[23;15;24;14]]";105;[(1, 4, 1), (1, 6, 1), (1, 6, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (4, 10, 1), (4, 11, 1), (6, 10, 1), (6, 11, 1)];105;[(0, 7, -1), (0, 8, -1), (1, 4, 1), (1, 6, 1), (1, 6, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (2, 8, -1), (2, 9, -1), (3, 5, -1), (3, 9, -1), (3, 13, -1), (4, 10, 1), (4, 11, 1), (5, 12, -1), (5, 13, -1), (5, 13, -1), (6, 10, 1), (6, 11, 1), (7, 12, -1), (7, 13, -1)]
12a_910;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;3;8;2];[9;18;10;19];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;8;18;9];[19;4;20;5];[21;15;22;14];[23;13;24;12]]";179;[(0, 7, -1), (0, 8, -1), (0, 8, -1), (0, 8, -1), (3, 5, -1), (3, 8, -1), (3, 12, -1), (5, 11, -1), (5, 12, -1), (5, 12, -1), (7, 11, -1), (7, 12, -1)];179;[(0, 7, -1), (0, 8, -1), (0, 8, -1), (0, 8, -1), (1, 10, 1), (1, 13, 1), (2, 4, 1), (2, 6, 1), (2, 6, 1), (2, 10, 1), (2, 10, 1), (2, 13, 1), (3, 5, -1), (3, 8, -1), (3, 12, -1), (4, 9, 1), (4, 10, 1), (5, 11, -1), (5, 12, -1), (5, 12, -1), (6, 9, 1), (6, 10, 1), (7, 11, -1), (7, 12, -1)]
12a_911;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;3;8;2];[9;18;10;19];[11;23;12;22];[13;1;14;24];[15;21;16;20];[17;8;18;9];[19;4;20;5];[21;15;22;14];[23;13;24;12]]";191;[(0, 7, -1), (0, 8, -1), (2, 5, -1), (2, 7, -1), (2, 7, -1), (2, 8, -1), (2, 12, -1), (5, 11, -1), (5, 12, -1), (5, 12, -1), (7, 11, -1), (7, 12, -1)];191;[(0, 7, -1), (0, 8, -1), (1, 4, 1), (1, 6, 1), (1, 6, 1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (2, 5, -1), (2, 7, -1), (2, 7, -1), (2, 8, -1), (2, 12, -1), (3, 10, 1), (3, 13, 1), (4, 9, 1), (4, 10, 1), (5, 11, -1), (5, 12, -1), (5, 12, -1), (6, 9, 1), (6, 10, 1), (7, 11, -1), (7, 12, -1)]
12a_912;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;3;8;2];[9;18;10;19];[11;1;12;24];[13;23;14;22];[15;21;16;20];[17;8;18;9];[19;4;20;5];[21;15;22;14];[23;13;24;12]]";117;[(0, 4, -1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (0, 11, -1), (4, 10, -1), (4, 11, -1), (4, 11, -1), (6, 10, -1), (6, 11, -1)];117;[(0, 4, -1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (0, 11, -1), (1, 12, 1), (1, 13, 1), (2, 9, 1), (2, 13, 1), (3, 7, 1), (3, 8, 1), (3, 9, 1), (4, 10, -1), (4, 11, -1), (4, 11, -1), (5, 7, 1), (5, 7, 1), (5, 8, 1), (5, 9, 1), (6, 10, -1), (6, 11, -1), (7, 12, 1)]
12a_913;"[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;13;8;12];[9;20;10;21];[11;2;12;3];[13;23;14;22];[15;5;16;4];[17;24;18;1];[19;15;20;14];[21;8;22;9];[23;18;24;19]]";219;[(1, 3, 1), (1, 5, 1), (1, 5, 1), (1, 9, 1), (1, 10, 1), (3, 9, 1), (3, 9, 1), (3, 10, 1), (3, 10, 1), (5, 9, 1), (5, 9, 1), (5, 10, 1)];219;[(0, 7, -1), (0, 11, -1), (1, 3, 1), (1, 5, 1), (1, 5, 1), (1, 9, 1), (1, 10, 1), (2, 7, -1), (2, 8, -1), (2, 13, -1), (3, 9, 1), (3, 9, 1), (3, 10, 1), (3, 10, 1), (4, 6, -1), (4, 7, -1), (4, 12, -1), (4, 13, -1), (5, 9, 1), (5, 9, 1), (5, 10, 1), (6, 11, -1), (8, 11, -1), (8, 12, -1)]
12a_914;"[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;14;8;15];[9;20;10;21];[11;4;12;5];[13;22;14;23];[15;3;16;2];[17;24;18;1];[19;12;20;13];[21;8;22;9];[23;18;24;19]]";255;[(1, 3, 1), (1, 5, 1), (1, 5, 1), (1, 7, 1), (1, 11, 1), (3, 7, 1), (3, 7, 1), (3, 8, 1), (3, 11, 1), (5, 7, 1), (5, 8, 1), (5, 11, 1)];255;[(0, 9, -1), (0, 13, -1), (1, 3, 1), (1, 5, 1), (1, 5, 1), (1, 7, 1), (1, 11, 1), (2, 10, -1), (2, 12, -1), (2, 13, -1), (3, 7, 1), (3, 7, 1), (3, 8, 1), (3, 11, 1), (4, 6, -1), (4, 6, -1), (4, 12, -1), (4, 13, -1), (5, 7, 1), (5, 8, 1), (5, 11, 1), (6, 9, -1), (6, 10, -1), (9, 10, -1)]
12a_915;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;15;8;14];[9;23;10;22];[11;2;12;3];[13;21;14;20];[15;1;16;24];[17;4;18;5];[19;9;20;8];[21;13;22;12];[23;19;24;18]]";271;[(0, 2, -1), (0, 4, -1), (0, 6, -1), (0, 8, -1), (2, 4, -1), (2, 8, -1), (2, 8, -1), (4, 11, -1), (4, 12, -1), (6, 8, -1), (6, 12, -1), (8, 11, -1)];271;[(0, 2, -1), (0, 4, -1), (0, 6, -1), (0, 8, -1), (1, 9, 1), (1, 10, 1), (1, 13, 1), (2, 4, -1), (2, 8, -1), (2, 8, -1), (3, 10, 1), (3, 13, 1), (4, 11, -1), (4, 12, -1), (5, 7, 1), (5, 9, 1), (5, 9, 1), (5, 10, 1), (5, 10, 1), (6, 8, -1), (6, 12, -1), (7, 9, 1), (7, 13, 1), (8, 11, -1)]
12a_916;"[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;18;8;19];[9;3;10;2];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;8;20;9];[21;12;22;13];[23;14;24;15]]";147;[(0, 10, -1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, -1), (0, 12, -1), (5, 10, -1), (5, 11, -1), (8, 11, -1), (8, 12, -1), (10, 12, -1)];147;[(0, 10, -1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, -1), (0, 12, -1), (1, 4, 1), (1, 6, 1), (2, 6, 1), (2, 7, 1), (3, 7, 1), (3, 9, 1), (4, 9, 1), (4, 13, 1), (4, 13, 1), (5, 10, -1), (5, 11, -1), (7, 13, 1), (7, 13, 1), (8, 11, -1), (8, 12, -1), (9, 13, 1), (10, 12, -1)]
12a_917;"[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;18;8;19];[9;3;10;2];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;8;20;9];[21;14;22;15];[23;12;24;13]]";193;[(1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 6, 1), (3, 6, 1), (3, 8, 1), (4, 8, 1), (4, 12, 1), (4, 12, 1), (6, 12, 1), (6, 12, 1), (8, 12, 1)];193;[(0, 9, -1), (0, 10, -1), (0, 11, -1), (0, 11, -1), (0, 13, -1), (1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 6, 1), (2, 10, -1), (2, 13, -1), (3, 6, 1), (3, 8, 1), (4, 8, 1), (4, 12, 1), (4, 12, 1), (5, 9, -1), (5, 10, -1), (6, 12, 1), (6, 12, 1), (7, 10, -1), (7, 11, -1), (8, 12, 1), (9, 11, -1)]
12a_918;"[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;18;8;19];[9;5;10;4];[11;20;12;21];[13;22;14;23];[15;3;16;2];[17;24;18;1];[19;14;20;15];[21;12;22;13];[23;8;24;9]]";247;[(0, 9, -1), (0, 10, -1), (0, 11, -1), (2, 10, -1), (2, 10, -1), (2, 10, -1), (2, 11, -1), (5, 9, -1), (5, 10, -1), (5, 10, -1), (5, 11, -1), (9, 11, -1)];247;[(0, 9, -1), (0, 10, -1), (0, 11, -1), (1, 4, 1), (1, 6, 1), (1, 7, 1), (1, 8, 1), (2, 10, -1), (2, 10, -1), (2, 10, -1), (2, 11, -1), (3, 6, 1), (3, 7, 1), (4, 8, 1), (4, 12, 1), (4, 13, 1), (5, 9, -1), (5, 10, -1), (5, 10, -1), (5, 11, -1), (6, 12, 1), (6, 13, 1), (8, 12, 1), (9, 11, -1)]
12a_919;"[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;18;8;19];[9;5;10;4];[11;22;12;23];[13;20;14;21];[15;3;16;2];[17;24;18;1];[19;14;20;15];[21;12;22;13];[23;8;24;9]]";189;[(1, 4, 1), (1, 6, 1), (1, 6, 1), (1, 6, 1), (1, 6, 1), (1, 7, 1), (4, 7, 1), (4, 11, 1), (4, 12, 1), (6, 11, 1), (6, 12, 1), (7, 11, 1)];189;[(0, 8, -1), (0, 9, -1), (0, 10, -1), (1, 4, 1), (1, 6, 1), (1, 6, 1), (1, 6, 1), (1, 6, 1), (1, 7, 1), (2, 9, -1), (2, 13, -1), (3, 10, -1), (3, 13, -1), (4, 7, 1), (4, 11, 1), (4, 12, 1), (5, 8, -1), (5, 9, -1), (5, 9, -1), (5, 10, -1), (6, 11, 1), (6, 12, 1), (7, 11, 1), (8, 10, -1)]
12a_920;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;19;8;18];[9;21;10;20];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;9;20;8];[21;13;22;12];[23;15;24;14]]";125;[(1, 5, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, 1), (1, 12, 1), (1, 12, 1), (5, 11, 1), (5, 12, 1), (9, 11, 1), (9, 12, 1)];125;[(0, 6, -1), (0, 7, -1), (1, 5, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, 1), (1, 12, 1), (1, 12, 1), (2, 7, -1), (2, 8, -1), (3, 8, -1), (3, 10, -1), (4, 6, -1), (4, 10, -1), (4, 13, -1), (5, 11, 1), (5, 12, 1), (6, 13, -1), (8, 13, -1), (8, 13, -1), (9, 11, 1), (9, 12, 1)]
12a_921;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;19;8;18];[9;21;10;20];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;9;20;8];[21;15;22;14];[23;13;24;12]]";175;[(0, 6, -1), (0, 7, -1), (0, 7, -1), (0, 7, -1), (3, 7, -1), (3, 9, -1), (4, 6, -1), (4, 9, -1), (4, 12, -1), (6, 12, -1), (7, 12, -1), (7, 12, -1)];175;[(0, 6, -1), (0, 7, -1), (0, 7, -1), (0, 7, -1), (1, 10, 1), (1, 13, 1), (2, 5, 1), (2, 10, 1), (2, 11, 1), (2, 11, 1), (2, 11, 1), (2, 13, 1), (3, 7, -1), (3, 9, -1), (4, 6, -1), (4, 9, -1), (4, 12, -1), (5, 10, 1), (5, 11, 1), (6, 12, -1), (7, 12, -1), (7, 12, -1), (8, 10, 1), (8, 11, 1)]
12a_922;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;19;8;18];[9;23;10;22];[11;4;12;5];[13;21;14;20];[15;1;16;24];[17;2;18;3];[19;15;20;14];[21;9;22;8];[23;13;24;12]]";283;[(0, 6, -1), (0, 7, -1), (0, 7, -1), (0, 8, -1), (2, 7, -1), (2, 8, -1), (4, 6, -1), (4, 7, -1), (4, 12, -1), (6, 12, -1), (8, 12, -1), (8, 12, -1)];283;[(0, 6, -1), (0, 7, -1), (0, 7, -1), (0, 8, -1), (1, 10, 1), (1, 11, 1), (1, 11, 1), (1, 13, 1), (2, 7, -1), (2, 8, -1), (3, 5, 1), (3, 10, 1), (3, 11, 1), (3, 13, 1), (4, 6, -1), (4, 7, -1), (4, 12, -1), (5, 10, 1), (5, 11, 1), (6, 12, -1), (8, 12, -1), (8, 12, -1), (9, 10, 1), (9, 11, 1)]
12a_923;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;21;8;20];[9;3;10;2];[11;19;12;18];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;9;20;8];[21;13;22;12];[23;15;24;14]]";135;[(1, 6, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 13, 1), (4, 6, 1), (4, 6, 1), (4, 11, 1), (4, 13, 1), (6, 11, 1), (6, 11, 1)];135;[(0, 7, -1), (0, 8, -1), (1, 6, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 13, 1), (2, 8, -1), (2, 9, -1), (3, 7, -1), (3, 9, -1), (3, 9, -1), (3, 10, -1), (4, 6, 1), (4, 6, 1), (4, 11, 1), (4, 13, 1), (5, 9, -1), (5, 10, -1), (5, 12, -1), (6, 11, 1), (6, 11, 1), (7, 12, -1)]
12a_924;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;21;8;20];[9;3;10;2];[11;19;12;18];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;9;20;8];[21;15;22;14];[23;13;24;12]]";189;[(0, 7, -1), (0, 8, -1), (0, 8, -1), (0, 8, -1), (3, 7, -1), (3, 8, -1), (3, 8, -1), (3, 9, -1), (5, 8, -1), (5, 9, -1), (5, 11, -1), (7, 11, -1)];189;[(0, 7, -1), (0, 8, -1), (0, 8, -1), (0, 8, -1), (1, 10, 1), (1, 13, 1), (2, 6, 1), (2, 10, 1), (2, 12, 1), (2, 13, 1), (3, 7, -1), (3, 8, -1), (3, 8, -1), (3, 9, -1), (4, 6, 1), (4, 6, 1), (4, 10, 1), (4, 12, 1), (5, 8, -1), (5, 9, -1), (5, 11, -1), (6, 10, 1), (6, 10, 1), (7, 11, -1)]
12a_925;"[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;20;8;21];[9;3;10;2];[11;22;12;23];[13;18;14;19];[15;5;16;4];[17;24;18;1];[19;12;20;13];[21;8;22;9];[23;14;24;15]]";245;[(1, 4, 1), (1, 6, 1), (1, 6, 1), (1, 7, 1), (3, 6, 1), (3, 7, 1), (4, 6, 1), (4, 12, 1), (4, 12, 1), (6, 12, 1), (7, 12, 1), (7, 12, 1)];245;[(0, 9, -1), (0, 10, -1), (0, 13, -1), (1, 4, 1), (1, 6, 1), (1, 6, 1), (1, 7, 1), (2, 10, -1), (2, 11, -1), (2, 11, -1), (2, 13, -1), (3, 6, 1), (3, 7, 1), (4, 6, 1), (4, 12, 1), (4, 12, 1), (5, 9, -1), (5, 10, -1), (6, 12, 1), (7, 12, 1), (7, 12, 1), (8, 10, -1), (8, 11, -1), (9, 11, -1)]
12a_926;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;21;8;20];[9;19;10;18];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;9;20;8];[21;13;22;12];[23;15;24;14]]";127;[(0, 6, -1), (0, 7, -1), (2, 7, -1), (2, 8, -1), (3, 6, -1), (3, 8, -1), (3, 8, -1), (3, 8, -1), (3, 12, -1), (6, 12, -1), (8, 12, -1), (8, 12, -1)];127;[(0, 6, -1), (0, 7, -1), (1, 5, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 13, 1), (2, 7, -1), (2, 8, -1), (3, 6, -1), (3, 8, -1), (3, 8, -1), (3, 8, -1), (3, 12, -1), (4, 11, 1), (4, 13, 1), (5, 10, 1), (5, 11, 1), (6, 12, -1), (8, 12, -1), (8, 12, -1), (9, 10, 1), (9, 11, 1)]
12a_927;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;21;8;20];[9;19;10;18];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;9;20;8];[21;15;22;14];[23;13;24;12]]";165;[(0, 6, -1), (0, 7, -1), (0, 7, -1), (0, 7, -1), (3, 6, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (3, 11, -1), (6, 11, -1), (7, 11, -1), (7, 11, -1)];165;[(0, 6, -1), (0, 7, -1), (0, 7, -1), (0, 7, -1), (1, 9, 1), (1, 13, 1), (2, 5, 1), (2, 9, 1), (2, 12, 1), (2, 13, 1), (3, 6, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (3, 11, -1), (4, 10, 1), (4, 12, 1), (5, 9, 1), (5, 10, 1), (6, 11, -1), (7, 11, -1), (7, 11, -1), (8, 9, 1), (8, 10, 1)]
12a_928;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;20;8;21];[9;23;10;22];[11;2;12;3];[13;8;14;9];[15;1;16;24];[17;4;18;5];[19;14;20;15];[21;13;22;12];[23;19;24;18]]";309;[(1, 3, 1), (1, 8, 1), (1, 10, 1), (1, 11, 1), (3, 8, 1), (3, 11, 1), (6, 8, 1), (6, 10, 1), (6, 10, 1), (6, 11, 1), (6, 11, 1), (8, 10, 1)];309;[(0, 4, -1), (0, 5, -1), (0, 7, -1), (1, 3, 1), (1, 8, 1), (1, 10, 1), (1, 11, 1), (2, 4, -1), (2, 5, -1), (2, 9, -1), (3, 8, 1), (3, 11, 1), (4, 9, -1), (5, 12, -1), (5, 13, -1), (6, 8, 1), (6, 10, 1), (6, 10, 1), (6, 11, 1), (6, 11, 1), (7, 9, -1), (7, 13, -1), (8, 10, 1), (9, 12, -1)]
12a_929;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;21;8;20];[9;23;10;22];[11;18;12;19];[13;4;14;5];[15;1;16;24];[17;12;18;13];[19;2;20;3];[21;9;22;8];[23;15;24;14]]";203;[(1, 4, 1), (1, 10, 1), (1, 10, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (4, 8, 1), (4, 8, 1), (4, 10, 1), (4, 11, 1), (8, 10, 1), (8, 11, 1)];203;[(0, 6, -1), (0, 7, -1), (1, 4, 1), (1, 10, 1), (1, 10, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (2, 7, -1), (2, 9, -1), (3, 6, -1), (3, 9, -1), (3, 12, -1), (4, 8, 1), (4, 8, 1), (4, 10, 1), (4, 11, 1), (5, 12, -1), (5, 13, -1), (6, 13, -1), (7, 12, -1), (7, 13, -1), (8, 10, 1), (8, 11, 1)]
12a_930;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;23;8;22];[9;3;10;2];[11;19;12;18];[13;21;14;20];[15;1;16;24];[17;4;18;5];[19;13;20;12];[21;9;22;8];[23;15;24;14]]";147;[(1, 6, 1), (1, 11, 1), (1, 11, 1), (1, 13, 1), (3, 6, 1), (3, 6, 1), (3, 11, 1), (3, 11, 1), (3, 11, 1), (3, 13, 1), (6, 11, 1), (6, 11, 1)];147;[(0, 7, -1), (0, 8, -1), (1, 6, 1), (1, 11, 1), (1, 11, 1), (1, 13, 1), (2, 7, -1), (2, 8, -1), (2, 8, -1), (2, 10, -1), (3, 6, 1), (3, 6, 1), (3, 11, 1), (3, 11, 1), (3, 11, 1), (3, 13, 1), (4, 8, -1), (4, 9, -1), (5, 9, -1), (5, 10, -1), (5, 12, -1), (6, 11, 1), (6, 11, 1), (7, 12, -1)]
12a_931;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;23;8;22];[9;3;10;2];[11;21;12;20];[13;19;14;18];[15;1;16;24];[17;4;18;5];[19;13;20;12];[21;9;22;8];[23;15;24;14]]";177;[(0, 7, -1), (0, 8, -1), (2, 7, -1), (2, 8, -1), (2, 8, -1), (2, 9, -1), (4, 8, -1), (4, 8, -1), (4, 8, -1), (4, 9, -1), (4, 11, -1), (7, 11, -1)];177;[(0, 7, -1), (0, 8, -1), (1, 6, 1), (1, 10, 1), (1, 10, 1), (1, 12, 1), (2, 7, -1), (2, 8, -1), (2, 8, -1), (2, 9, -1), (3, 6, 1), (3, 6, 1), (3, 12, 1), (3, 13, 1), (4, 8, -1), (4, 8, -1), (4, 8, -1), (4, 9, -1), (4, 11, -1), (5, 10, 1), (5, 13, 1), (6, 10, 1), (6, 10, 1), (7, 11, -1)]
12a_932;"[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;23;8;22];[9;15;10;14];[11;2;12;3];[13;20;14;21];[15;5;16;4];[17;24;18;1];[19;9;20;8];[21;12;22;13];[23;18;24;19]]";211;[(1, 5, 1), (1, 5, 1), (1, 7, 1), (1, 8, 1), (3, 5, 1), (3, 7, 1), (3, 7, 1), (3, 8, 1), (3, 8, 1), (5, 7, 1), (5, 8, 1), (5, 8, 1)];211;[(0, 10, -1), (0, 11, -1), (1, 5, 1), (1, 5, 1), (1, 7, 1), (1, 8, 1), (2, 10, -1), (2, 11, -1), (2, 12, -1), (2, 13, -1), (3, 5, 1), (3, 7, 1), (3, 7, 1), (3, 8, 1), (3, 8, 1), (4, 9, -1), (4, 10, -1), (4, 13, -1), (5, 7, 1), (5, 8, 1), (5, 8, 1), (6, 9, -1), (6, 11, -1), (9, 12, -1)]
12a_933;"[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;23;8;22];[9;14;10;15];[11;4;12;5];[13;20;14;21];[15;3;16;2];[17;24;18;1];[19;12;20;13];[21;9;22;8];[23;18;24;19]]";227;[(0, 10, -1), (0, 11, -1), (2, 4, -1), (2, 6, -1), (2, 10, -1), (2, 10, -1), (2, 11, -1), (4, 6, -1), (4, 6, -1), (4, 10, -1), (4, 10, -1), (6, 11, -1)];227;[(0, 10, -1), (0, 11, -1), (1, 5, 1), (1, 5, 1), (1, 12, 1), (1, 13, 1), (2, 4, -1), (2, 6, -1), (2, 10, -1), (2, 10, -1), (2, 11, -1), (3, 7, 1), (3, 8, 1), (3, 13, 1), (4, 6, -1), (4, 6, -1), (4, 10, -1), (4, 10, -1), (5, 8, 1), (5, 9, 1), (5, 12, 1), (6, 11, -1), (7, 9, 1), (7, 12, 1)]
12a_934;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;23;8;22];[9;19;10;18];[11;4;12;5];[13;21;14;20];[15;1;16;24];[17;2;18;3];[19;13;20;12];[21;9;22;8];[23;15;24;14]]";235;[(0, 6, -1), (0, 7, -1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 8, -1), (2, 12, -1), (4, 7, -1), (4, 8, -1), (6, 12, -1), (8, 12, -1), (8, 12, -1)];235;[(0, 6, -1), (0, 7, -1), (1, 5, 1), (1, 10, 1), (1, 10, 1), (1, 13, 1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 8, -1), (2, 12, -1), (3, 10, 1), (3, 10, 1), (3, 11, 1), (3, 13, 1), (4, 7, -1), (4, 8, -1), (5, 10, 1), (5, 11, 1), (6, 12, -1), (8, 12, -1), (8, 12, -1), (9, 10, 1), (9, 11, 1)]
12a_935;"[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;23;8;22];[9;20;10;21];[11;2;12;3];[13;8;14;9];[15;5;16;4];[17;24;18;1];[19;15;20;14];[21;12;22;13];[23;18;24;19]]";269;[(1, 5, 1), (1, 5, 1), (1, 8, 1), (1, 9, 1), (3, 8, 1), (3, 9, 1), (3, 9, 1), (3, 10, 1), (5, 9, 1), (5, 9, 1), (5, 10, 1), (8, 10, 1)];269;[(0, 7, -1), (0, 11, -1), (1, 5, 1), (1, 5, 1), (1, 8, 1), (1, 9, 1), (2, 7, -1), (2, 11, -1), (2, 12, -1), (2, 13, -1), (3, 8, 1), (3, 9, 1), (3, 9, 1), (3, 10, 1), (4, 6, -1), (4, 7, -1), (4, 12, -1), (4, 13, -1), (5, 9, 1), (5, 9, 1), (5, 10, 1), (6, 11, -1), (7, 13, -1), (8, 10, 1)]
12a_936;"[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;23;8;22];[9;21;10;20];[11;18;12;19];[13;4;14;5];[15;1;16;24];[17;12;18;13];[19;2;20;3];[21;9;22;8];[23;15;24;14]]";201;[(0, 6, -1), (0, 7, -1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (2, 11, -1), (5, 11, -1), (5, 12, -1), (6, 12, -1), (7, 11, -1), (7, 12, -1)];201;[(0, 6, -1), (0, 7, -1), (1, 4, 1), (1, 9, 1), (1, 9, 1), (1, 13, 1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (2, 11, -1), (3, 10, 1), (3, 13, 1), (4, 8, 1), (4, 8, 1), (4, 9, 1), (4, 10, 1), (5, 11, -1), (5, 12, -1), (6, 12, -1), (7, 11, -1), (7, 12, -1), (8, 9, 1), (8, 10, 1)]
12a_937;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;1;8;24];[9;3;10;2];[11;19;12;18];[13;21;14;20];[15;23;16;22];[17;4;18;5];[19;13;20;12];[21;15;22;14];[23;9;24;8]]";79;[(1, 5, 1), (1, 5, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 13, 1), (5, 10, 1), (5, 11, 1), (5, 11, 1), (10, 13, 1)];79;[(0, 6, -1), (0, 6, -1), (0, 6, -1), (0, 9, -1), (1, 5, 1), (1, 5, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 13, 1), (2, 6, -1), (2, 7, -1), (3, 7, -1), (3, 8, -1), (4, 8, -1), (4, 9, -1), (4, 12, -1), (5, 10, 1), (5, 11, 1), (5, 11, 1), (6, 12, -1), (10, 13, 1)]
12a_938;"[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;1;8;24];[9;3;10;2];[11;19;12;18];[13;21;14;20];[15;23;16;22];[17;4;18;5];[19;15;20;14];[21;13;22;12];[23;9;24;8]]";133;[(0, 6, -1), (0, 6, -1), (0, 6, -1), (0, 8, -1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (4, 7, -1), (4, 8, -1), (4, 11, -1), (6, 11, -1)];133;[(0, 6, -1), (0, 6, -1), (0, 6, -1), (0, 8, -1), (1, 5, 1), (1, 5, 1), (1, 10, 1), (1, 10, 1), (1, 12, 1), (1, 13, 1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (3, 10, 1), (3, 13, 1), (4, 7, -1), (4, 8, -1), (4, 11, -1), (5, 9, 1), (5, 10, 1), (5, 10, 1), (6, 11, -1), (9, 12, 1)]
