name,seifert_matrix,det_seifert_matrix,laplacian,det_laplacian,alexander_polynomial
Name,Seifert Matrix,Error,Laplacian,Laplacian Determinant,Alexander
12a_364,"[[ -1, 1, -1, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 0, 1, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ -1, 1, -1, -1, 0, 0, 1, 0], [ -1, 0, 0, -1, 1, -1, 0, 1], [ -1, 0, -1, -1, 0, -1, 0, 0], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, -1, 0, -1, 0, 1]]",-1,,,1-8*t+29*t^2-63*t^3+81*t^4-63*t^5+29*t^6-8*t^7+t^8
12a_365,"[[ -1, 0, -1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, 0, -2, -1, -1, 0, -1, -1], [ 0, 1, 0, 1, 0, 0, 1, 0], [ 0, 1, 0, 1, 1, 0, 1, 1], [ 0, -1, -1, -1, -1, -1, -1, -1], [ 0, 1, 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 1, 0, 0, 1, 1]]",-2,,,2-9*t+18*t^2-24*t^3+25*t^4-24*t^5+18*t^6-9*t^7+2*t^8
12a_366,"[[ -1, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0], [ 0, 0, -2, 1, -1, 0], [ 0, -1, 0, 2, 0, 0], [ 0, 1, 0, -1, 1, 0], [ 0, -1, -1, 1, -1, -1]]",-4,,,4-20*t+44*t^2-57*t^3+44*t^4-20*t^5+4*t^6
12a_367,"[[ -1, 0, -1, -1, -1, 0, -1, -1], [ 0, -1, 0, 0, -1, 0, 0, 0], [ 0, 0, -2, -2, -1, 0, -2, -2], [ 0, 0, -1, -2, -1, 0, -1, -2], [ 0, 0, -1, -1, -2, 0, -1, -1], [ 0, -1, 0, 0, -1, -1, 0, 0], [ 0, 0, -1, -2, -1, 0, -2, -2], [ 0, 0, -1, -1, -1, 0, -1, -2]]",3,,,3-9*t+17*t^2-24*t^3+27*t^4-24*t^5+17*t^6-9*t^7+3*t^8
12a_368,"[[ -1, 0, -1, 1, -1, 0], [ 0, -1, 0, 0, -1, 0], [ 0, 0, -2, 2, -1, 0], [ 0, 0, 1, -3, 1, 0], [ 0, 0, -1, 1, -2, 0], [ 0, -1, 0, 0, -1, -1]]",6,,,6-20*t+36*t^2-43*t^3+36*t^4-20*t^5+6*t^6
12a_369,"[[ -1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0, 0, 0], [ -1, 1, -1, 1, 0, 0, 1, 1, 0, 0], [ -1, 1, -1, 1, 1, 0, 1, 1, 1, 0], [ -1, 1, -1, 1, 1, 1, 1, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 1, 0, 0], [ -1, 1, -1, 1, 0, 0, 1, 1, 1, 0], [ -1, 1, -1, 1, 1, 0, 1, 1, 1, 1]]",1,,,1-3*t+6*t^2-8*t^3+10*t^4-11*t^5+10*t^6-8*t^7+6*t^8-3*t^9+t^10
12a_370,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 1, -1, 1, 0, 0, 1, 1], [ 1, -1, 1, -1, 2, 0, -1, -1], [ -1, 1, -1, 1, -1, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 0, 1, 1]]",2,,,2-7*t+15*t^2-21*t^3+23*t^4-21*t^5+15*t^6-7*t^7+2*t^8
12a_371,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 2, 0, 0, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, -1, -1, 1, 0, 0, 0, 0], [ -1, -1, -1, 1, 1, 0, 1, 0], [ -1, -1, -1, 1, 1, 1, 1, 1], [ -1, -1, -1, 1, 0, 0, 1, 0], [ -1, -1, -1, 1, 1, 0, 1, 1]]",2,,,2-7*t+14*t^2-17*t^3+17*t^4-17*t^5+14*t^6-7*t^7+2*t^8
12a_372,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0], [ -1, -1, -1, 1, 0, 0], [ 1, 1, 1, -1, 2, 0], [ -1, -1, -1, 1, -1, 1]]",4,,,4-16*t+35*t^2-45*t^3+35*t^4-16*t^5+4*t^6
12a_373,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, -1, 0, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, -1, 0, 1, 0], [ 0, 0, 0, 0, -1, 0, 0, 0], [ 0, -1, 0, 0, -1, -1, 0, 0], [ 0, 0, 0, 0, 0, 0, -1, 0], [ 0, 0, 0, 0, 0, 0, -1, -1]]",-1,,,1-7*t+18*t^2-30*t^3+35*t^4-30*t^5+18*t^6-7*t^7+t^8
12a_374,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, 0, -1, 0, 0], [ -1, 0, -1, 1, 1, -1, 0, 1], [ 0, 0, 0, 0, 0, -1, 0, 0], [ 0, -1, 0, 0, 0, -1, -1, 0], [ -1, 0, -1, 1, 0, -1, 0, 1]]",1,,,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
12a_375,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 1, 0, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, 0, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 1, 1, 0, 0], [ 1, -1, 1, 1, -1, -1, 2, 1], [ 0, 0, 0, 0, 0, 0, 0, 1]]",2,,,2-7*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-7*t^7+2*t^8
12a_376,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0], [ 0, 0, 0, 1, 0, 1], [ 1, 1, 1, 1, 2, 1], [ 0, 0, 0, 0, 0, 1]]",4,,,4-15*t+30*t^2-37*t^3+30*t^4-15*t^5+4*t^6
12a_377,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, -1, 0, 0, 0], [ 0, 0, 0, 0, -1, -1, 0, -1], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, -1, 0, 0, -1, -1, -1, -1], [ 0, 1, 0, 0, 0, 0, 0, 1]]",1,,,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
12a_378,"[[ -1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0], [ 0, 0, 0, -1, 0, 0], [ 0, -1, 0, -1, -1, 0], [ 1, 0, 1, 1, 0, 2]]",2,,,2-12*t+30*t^2-39*t^3+30*t^4-12*t^5+2*t^6
12a_379,"[[ -1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 1, -1, 3, 1, 1], [ 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 1, 1]]",3,,,3-9*t+15*t^2-17*t^3+15*t^4-9*t^5+3*t^6
12a_380,"[[ -1, 0, 0, 0], [ 0, 2, 0, 0], [ -1, 0, -1, 0], [ -1, -1, -1, 3]]",6,,,6-19*t+27*t^2-19*t^3+6*t^4
12a_381,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, 0, -1, 0, 0], [ 1, -1, -2, -1, 0, -1], [ 0, 0, 0, -1, 0, 0], [ 0, 0, 0, 0, 1, -1], [ 1, 0, -1, 0, 0, -2]]",3,,,3-17*t+36*t^2-43*t^3+36*t^4-17*t^5+3*t^6
12a_382,"[[ -1, 0, 0, 0, 0, -1, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 1, 0, 1, 1, 0], [ 0, -1, 0, 1, 1, 1, 1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 0, 0, 1, 1, 0], [ 0, -1, 0, 1, 0, 1, 1, 1]]",1,,,1-7*t+18*t^2-26*t^3+29*t^4-26*t^5+18*t^6-7*t^7+t^8
12a_383,"[[ -1, 0, 0, 0, 0, -1, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 1, 0, 0, 1, 0], [ 0, -1, 0, 1, 1, 0, 1, 1], [ 0, 0, 0, 0, 0, -1, 0, 0], [ 1, 0, 0, 0, 0, 1, 1, 0], [ 0, -1, 0, 1, 0, 0, 1, 1]]",-1,,,1-7*t+20*t^2-34*t^3+39*t^4-34*t^5+20*t^6-7*t^7+t^8
12a_384,"[[ -1, 0, 0, -1, 0, 0], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 1, 1, 0], [ 0, 1, 0, -1, -1, 2]]",2,,,2-14*t+36*t^2-47*t^3+36*t^4-14*t^5+2*t^6
12a_385,"[[ -1, 0, 0, -1, 0, 0], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, 0, 0, -1, 0, 0], [ 1, 0, 0, 1, 1, 0], [ 0, 1, 0, 0, -1, 2]]",-2,,,2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
12a_386,"[[ 1, 0, 0, 0, 0, 1, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, 0, 0, 0], [ 1, -1, 0, 0, 1, 1, -1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, -1, -1, 1, 0, 0, -1, 0], [ 1, 0, 0, 0, 0, 1, -1, 1]]",1,,,1-8*t+25*t^2-39*t^3+43*t^4-39*t^5+25*t^6-8*t^7+t^8
12a_387,"[[ -1, -1, -1, 1, 0, 0, -1, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, 0, 0, 0], [ -1, -1, 0, 0, 1, -1, -1, 1], [ -1, -1, -1, 1, 0, -1, -1, 0], [ 0, -1, -1, 1, 0, 0, -1, 0], [ 0, 0, 0, 0, 0, -1, 0, 1]]",1,,,1-8*t+27*t^2-53*t^3+67*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_388,"[[ -1, 0, 0, 0, 0, -1, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, -1, -1, -1, 0, 0, 0, 0], [ 0, -1, 0, -1, 1, 1, -1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, -1, -1, -1, 0, 0, -1, 0], [ 0, 0, 0, -1, 0, 1, -1, 1]]",1,,,1-8*t+27*t^2-53*t^3+67*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_389,"[[ -1, 1, -1, 1, 0, 0, -1, 0], [ 0, 1, 0, 1, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, 0, 0, 0], [ -1, 0, 0, 0, 1, -1, -1, 1], [ -1, 1, -1, 1, 0, -1, -1, 0], [ 0, 1, -1, 0, 0, 0, -1, 0], [ 0, 0, 0, 0, 0, -1, 0, 1]]",-1,,,1-9*t+33*t^2-70*t^3+89*t^4-70*t^5+33*t^6-9*t^7+t^8
12a_390,"[[ -1, 0, -1, -1, 0, 0, -1, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, -1, -2, -2, -1, 0, -2, -1], [ 0, 0, -1, -2, -1, 0, -1, -1], [ 0, 1, 0, 0, 1, 0, 0, 1], [ 0, -1, -1, -1, -1, -1, -1, -1], [ 0, -1, -1, -2, -1, 0, -2, -1], [ 0, 1, 0, 0, 0, 0, 0, 1]]",-2,,,2-11*t+29*t^2-50*t^3+59*t^4-50*t^5+29*t^6-11*t^7+2*t^8
12a_391,"[[ -1, 1, -1, 0, 0, 0], [ 0, -3, 1, -1, -1, -1], [ 0, 1, -2, -1, -1, -1], [ 0, -1, 0, -2, -1, -2], [ 0, -1, 0, -2, -2, -2], [ 0, -1, 0, -1, -1, -2]]",7,,,7-23*t+40*t^2-47*t^3+40*t^4-23*t^5+7*t^6
12a_392,"[[ -1, 1, -1, 0], [ 0, -3, 1, 1], [ 0, 1, -2, 1], [ 0, 1, 0, -3]]",12,,,12-38*t+53*t^2-38*t^3+12*t^4
12a_393,"[[ -1, 0, -1, -1, -1, 0], [ 0, 1, 0, 0, 0, 0], [ 0, 0, -2, -1, -1, -1], [ 0, 0, -1, -2, -1, 0], [ 0, -1, -1, -2, -2, 0], [ 0, 1, 0, 1, 1, -2]]",-5,,,5-27*t+60*t^2-77*t^3+60*t^4-27*t^5+5*t^6
12a_394,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 2, 0, 1, 0, 0, 1, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, 0, 0, 0, 0], [ -1, -1, -1, 0, 1, 0, 0, 0], [ -1, -1, -1, 0, 1, 1, 0, 1], [ -1, 0, -1, 1, 0, 0, 1, 0], [ -1, -1, -1, 0, 1, 0, 0, 1]]",2,,,2-9*t+23*t^2-36*t^3+41*t^4-36*t^5+23*t^6-9*t^7+2*t^8
12a_395,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, 0, 1, 1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, 0, 0], [ -1, 0, -1, 1, 1, 0], [ 1, 1, 1, 0, 0, 2]]",4,,,4-18*t+42*t^2-55*t^3+42*t^4-18*t^5+4*t^6
12a_396,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0, 0, 0], [ -1, -1, 1, 0, -1, 0, 1, 0], [ -1, -1, 1, 1, -1, 0, 1, 1], [ 0, 0, 0, 0, -1, 0, 0, 0], [ 0, 0, 0, 0, 0, -1, 0, 0], [ 0, 0, 0, 0, -1, 1, 1, 0], [ -1, -1, 1, 0, -1, 0, 1, 1]]",1,,,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
12a_397,"[[ -1, 0, 0, 0, 0, 0], [ 0, -2, 0, 0, 0, -1], [ -1, 0, -1, 0, 0, 0], [ -1, 1, -1, 1, -1, 0], [ 0, 0, 0, 0, -1, -1], [ 0, -1, 0, 0, 0, -2]]",-3,,,3-20*t+48*t^2-63*t^3+48*t^4-20*t^5+3*t^6
12a_398,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, -1, -1, 0, -1], [ 0, -1, 0, 0, -1, -1, 0, -1], [ 0, 0, 0, 0, 0, -1, 0, 0], [ 0, -1, 0, 0, -1, -1, -1, -1], [ 0, -1, 0, 0, 0, -1, 0, -1]]",1,,,1-7*t+22*t^2-39*t^3+47*t^4-39*t^5+22*t^6-7*t^7+t^8
12a_399,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, 0, 1, 1, 0], [ -1, 0, -1, 0, 0, 0], [ 0, 1, 0, 2, 1, 1], [ 0, 1, 0, 2, 2, 1], [ 1, 1, 1, 1, 1, 2]]",5,,,5-22*t+48*t^2-61*t^3+48*t^4-22*t^5+5*t^6
12a_400,"[[ -1, 0, 0, 0, 0, 0], [ 0, -2, 0, 0, -1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 1, -1, 1, 1, 1], [ 0, -1, 0, 0, -2, 0], [ 0, 0, 0, 0, 1, 1]]",3,,,3-18*t+48*t^2-65*t^3+48*t^4-18*t^5+3*t^6
12a_401,"[[ -1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0], [ 0, 0, -1, 0, 0, 0], [ 0, 0, 0, -1, 0, 0], [ 0, 0, -1, 1, 1, 0], [ 1, 1, 1, 0, -1, 2]]",2,,,2-14*t+38*t^2-51*t^3+38*t^4-14*t^5+2*t^6
12a_402,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, -1, -1, -1, 1], [ 0, -1, 0, 0, -1, -1, -1, 0], [ 0, 0, 0, 0, 0, -1, 0, 0], [ 0, -1, 0, 0, 0, -1, -1, 0], [ 0, 0, 0, 0, -1, 0, 0, 1]]",-1,,,1-8*t+29*t^2-60*t^3+75*t^4-60*t^5+29*t^6-8*t^7+t^8
12a_403,"[[ 1, 0, 0, 0, 0, 0], [ 0, 1, 0, -1, 0, -1], [ 1, 0, -2, -1, 0, -2], [ 1, 0, -1, -2, 0, -1], [ 0, 1, 0, -1, 1, -1], [ 1, 0, -1, -1, 0, -2]]",-3,,,3-19*t+49*t^2-67*t^3+49*t^4-19*t^5+3*t^6
12a_404,"[[ 1, 0, 0, 0, 0, 0], [ 0, 1, -1, 1, 0, -1], [ 1, 0, -2, 0, 0, -1], [ 0, 0, 0, 1, 0, -1], [ 0, 1, -1, 1, 1, -1], [ 1, 0, -1, 0, 0, -2]]",3,,,3-17*t+37*t^2-45*t^3+37*t^4-17*t^5+3*t^6
12a_405,"[[ 1, 0, 0, 0, 0, 0], [ 1, -2, -2, -1, 0, -1], [ 1, -1, -2, -1, 0, -1], [ 1, -2, -2, -2, 0, -1], [ 0, -1, 0, -1, 1, -1], [ 1, -1, -1, -1, 0, -2]]",3,,,3-19*t+45*t^2-57*t^3+45*t^4-19*t^5+3*t^6
12a_406,"[[ -1, 0, 0, 0, 0, -1], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, 0, 1, -1, 0], [ 0, 0, 0, 0, -1, 0], [ 0, 0, 0, 0, 1, -2]]",2,,,2-16*t+43*t^2-57*t^3+43*t^4-16*t^5+2*t^6
12a_407,"[[ 2, 0, 0, 1, 1, 1], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, -1, -1, 0, 0], [ 0, -1, 0, 0, 1, 0], [ 1, 0, 0, 1, 0, 2]]",3,,,3-21*t+60*t^2-83*t^3+60*t^4-21*t^5+3*t^6
12a_408,"[[ -1, 0, -1, 0, -1, 0], [ 0, -1, 0, -1, 0, -1], [ 0, 0, -2, 0, -1, -1], [ 0, 0, 0, 1, 0, 0], [ 0, 0, -1, -1, -2, 0], [ 0, 0, 0, 0, 1, -2]]",-5,,,5-29*t+66*t^2-85*t^3+66*t^4-29*t^5+5*t^6
12a_409,"[[ -1, 0, -1, -1, -1, 0, -1, -1], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, -1, -2, -2, -2, 0, -2, -2], [ 0, -1, -1, -2, -2, 0, -1, -2], [ 0, 0, -1, -1, -2, 0, -1, -1], [ 0, -1, -1, -1, -1, -1, -1, -1], [ 0, -1, -1, -2, -2, 0, -2, -2], [ 0, -1, -1, -1, -2, 0, -1, -2]]",-2,,,2-10*t+20*t^2-27*t^3+29*t^4-27*t^5+20*t^6-10*t^7+2*t^8
12a_410,"[[ -1, 0, -1, 1, -1, 0], [ 0, 1, 0, 0, 0, 0], [ 0, -1, -2, 2, -2, 0], [ 0, 1, 1, -3, 2, 0], [ 0, 0, -1, 1, -2, 0], [ 0, -1, -1, 1, -1, -1]]",-4,,,4-22*t+48*t^2-61*t^3+48*t^4-22*t^5+4*t^6
12a_411,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 2, 0, 1, 1, 0, 1, 1], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, 0, 0, 0, 0], [ -1, 0, -1, 1, 1, 0, 1, 0], [ -1, -1, -1, 0, 0, 1, 0, 0], [ -1, 0, -1, 1, 0, 0, 1, 0], [ -1, 0, -1, 1, 1, 0, 1, 1]]",2,,,2-9*t+21*t^2-29*t^3+31*t^4-29*t^5+21*t^6-9*t^7+2*t^8
12a_412,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, 0, 1, -1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, 0, 0], [ 1, 0, 1, -1, 2, 0], [ -1, -1, -1, 0, 0, 1]]",4,,,4-20*t+49*t^2-65*t^3+49*t^4-20*t^5+4*t^6
12a_413,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, -1, -1, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, -1, -1, 1, -1, 0, -1, 1], [ 0, -1, 0, 0, -1, 0, -1, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 0, 0, -1, -1, 0], [ 0, -1, 0, 0, -1, 0, 0, 1]]",-1,,,1-8*t+29*t^2-62*t^3+79*t^4-62*t^5+29*t^6-8*t^7+t^8
12a_414,"[[ 1, 0, 0, 0], [ -1, -3, -1, -1], [ 0, -1, -2, 1], [ -1, -2, 0, -3]]",-9,,,9-37*t+55*t^2-37*t^3+9*t^4
12a_415,"[[ -1, 0, 0, 0, -1, 0, 0, -1], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 1, 0, 1, 0, 0], [ 0, 0, 0, -1, -1, -1, -1, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, -1, 0, 1, 0, 1, 1, 0], [ 0, 0, 0, -1, -1, -1, 0, -1]]",1,,,1-8*t+27*t^2-54*t^3+69*t^4-54*t^5+27*t^6-8*t^7+t^8
12a_416,"[[ -1, 0, 0, 0, -1, 0, -1, -1], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 1, 0, 1, 0, 0], [ 0, 0, 0, -1, -1, -1, 0, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 0, -1, -1, -1, -1, 0], [ 0, 0, 0, 0, -1, -1, -1, -1]]",-1,,,1-8*t+25*t^2-44*t^3+51*t^4-44*t^5+25*t^6-8*t^7+t^8
12a_417,"[[ -1, -1, -1, 1, 0, 0, -1, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, 0, 0, 0], [ -1, -1, 0, 0, 1, 1, -1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, -1, -1, 1, 0, 0, -1, 0], [ -1, 0, 0, 0, 0, 1, 0, 1]]",-1,,,1-8*t+28*t^2-55*t^3+67*t^4-55*t^5+28*t^6-8*t^7+t^8
12a_418,"[[ 1, 0, 0, 1, 0, -1, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, -1, 0, 0], [ -1, 0, 0, 0, -1, 0, -1, -1], [ 0, -1, -1, 0, 0, -1, 0, 0], [ 1, -1, 0, 1, 0, -1, 1, 1], [ 1, 0, 0, 1, 0, -1, 0, 1]]",-1,,,1-8*t+27*t^2-54*t^3+67*t^4-54*t^5+27*t^6-8*t^7+t^8
12a_419,"[[ -1, 0, 0, 0, -1, 0, 0, -1], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, -1, 0, 0], [ 0, 0, 0, -1, -1, 0, -1, 0], [ 0, -1, -1, 0, 0, -1, 0, 0], [ 0, -1, 0, 1, 0, -1, 1, 0], [ 0, 0, 0, -1, -1, 0, 0, -1]]",-1,,,1-9*t+32*t^2-61*t^3+73*t^4-61*t^5+32*t^6-9*t^7+t^8
12a_420,"[[ -1, 1, 0, 0, 0, 0], [ 0, -3, -1, -1, -1, -1], [ 0, -1, -2, -2, -2, -2], [ 0, -1, -1, -2, -1, -2], [ 0, -1, -1, -2, -2, -2], [ 0, -1, -1, -1, -1, -2]]",5,,,5-15*t+23*t^2-25*t^3+23*t^4-15*t^5+5*t^6
12a_421,"[[ -1, 1, 0, 0], [ 0, -3, -1, 1], [ 0, -1, -2, 2], [ 0, 1, 1, -3]]",10,,,10-33*t+47*t^2-33*t^3+10*t^4
12a_422,"[[ -1, -1, 0, 0, 0, 0, 0, 0], [ 0, -2, 0, 0, 0, 0, 0, 0], [ 0, 1, 1, 0, 0, 1, 0, 0], [ 0, 1, 1, 1, 0, 1, 1, 0], [ 0, 1, 1, 1, 1, 1, 1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 1, 1, 0, 0, 1, 1, 0], [ 0, 1, 1, 1, 0, 1, 1, 1]]",2,,,2-6*t+10*t^2-11*t^3+11*t^4-11*t^5+10*t^6-6*t^7+2*t^8
12a_423,"[[ -1, -1, 0, 0, 0, 0], [ 0, -2, 0, 0, 0, 0], [ 0, 1, 1, 0, 0, 1], [ 0, -1, -1, 2, 0, -1], [ 0, 1, 1, -1, 1, 1], [ 0, 0, 0, 0, 0, 1]]",4,,,4-14*t+26*t^2-31*t^3+26*t^4-14*t^5+4*t^6
12a_424,"[[ -1, -1, 0, 0, 0, 0], [ 0, -2, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 1], [ 0, 0, 0, 1, 0, 0], [ 0, -1, 1, -1, 2, 1], [ 0, 0, 0, 0, 0, 1]]",4,,,4-15*t+29*t^2-35*t^3+29*t^4-15*t^5+4*t^6
12a_425,"[[ -1, -1, 0, 0], [ 0, -2, 0, 0], [ 0, 1, 3, 1], [ 0, 0, 0, 1]]",6,,,6-20*t+29*t^2-20*t^3+6*t^4
12a_426,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0, 0, 0], [ -1, -1, 1, -1, 1, 0, -1, 0], [ 0, 0, 0, -1, 0, 0, -1, 0], [ 0, 0, 0, -1, 1, 0, -1, 0], [ -1, -1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 0, 0, -1, 0], [ 0, 0, 0, 1, 0, 0, 1, 1]]",1,,,1-8*t+29*t^2-60*t^3+77*t^4-60*t^5+29*t^6-8*t^7+t^8
12a_427,"[[ -1, -1, -1, -1, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, -1, -1, -1, 0, 0, 0, 0], [ -1, -1, 0, -1, 1, 1, 0, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 0, 0, 0, -1, 0], [ -1, 0, 0, 0, 0, 1, 1, 1]]",1,,,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
